operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB
0,1,1066.3976575571667,7.293895721435547,12,12,0.026275827,"[1, 2, 4]",1,12,277.58957772996246,5,7172,openmm,190075-dlt02,stage0000_task0000.h5,0,,174.60818481445312
0,1,1066.3976575571667,7.293895721435547,12,12,0.026275827,"[1, 2, 4]",2,6,277.58957772996246,5,7172,openmm,190075-dlt02,stage0000_task0000.h5,0,,87.30409240722656
0,1,1066.3976575571667,7.293895721435547,12,12,0.026275827,"[1, 2, 4]",4,3,277.58957772996246,5,7172,openmm,190075-dlt02,stage0000_task0000.h5,0,,43.65204620361328
0,1,1066.3976575571667,7.293895721435547,12,12,0.026275827,"[1, 2, 4]",1,12,277.58957772996246,5,7172,openmm,190075-dlt02,stage0000_task0000.dcd,0,,174.60818481445312
0,1,1066.3976575571667,7.293895721435547,12,12,0.026275827,"[1, 2, 4]",2,6,277.58957772996246,5,7172,openmm,190075-dlt02,stage0000_task0000.dcd,0,,87.30409240722656
0,1,1066.3976575571667,7.293895721435547,12,12,0.026275827,"[1, 2, 4]",4,3,277.58957772996246,5,7172,openmm,190075-dlt02,stage0000_task0000.dcd,0,,43.65204620361328
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0007.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0007.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0007.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0002.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0002.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0002.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0010.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0010.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0010.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0000.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0000.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0000.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0005.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0005.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0005.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
0,1,327.87629555332666,15.899206161499023,1,1,0.101762188,"[1, 2, 4]",1,1,156.2388395333935,5,50847,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
0,1,327.87629555332666,15.899206161499023,1,1,0.101762188,"[1, 2, 4]",1,1,156.2388395333935,5,50847,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
0,1,327.87629555332666,15.899206161499023,1,1,0.101762188,"[1, 2, 4]",1,1,156.2388395333935,5,50847,aggregate,190758-dlt02,aggregated.h5,1,,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0009.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0009.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0009.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0004.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0004.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0004.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0011.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0011.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0011.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0008.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0008.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0008.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0001.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0001.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0001.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0006.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0006.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0006.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0003.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0003.h5,1,openmm,714.5681018829346
1,1,354.246967242265,17.0992431640625,1,1,0.211423541,"[1, 2, 4]",1,1,80.87672301384121,5,50614,aggregate,190758-dlt02,stage0000_task0003.h5,1,openmm,714.5681018829346
0,1,1064.1356026785713,7.274364471435547,12,12,0.024391434,"[1, 2, 4]",1,12,298.2343912799693,5,7168,openmm,74814-dlt06,stage0000_task0011.dcd,0,,174.60818481445312
0,1,1064.1356026785713,7.274364471435547,12,12,0.024391434,"[1, 2, 4]",2,6,298.2343912799693,5,7168,openmm,74814-dlt06,stage0000_task0011.dcd,0,,87.30409240722656
0,1,1064.1356026785713,7.274364471435547,12,12,0.024391434,"[1, 2, 4]",4,3,298.2343912799693,5,7168,openmm,74814-dlt06,stage0000_task0011.dcd,0,,43.65204620361328
0,1,1064.1356026785713,7.274364471435547,12,12,0.024391434,"[1, 2, 4]",1,12,298.2343912799693,5,7168,openmm,74814-dlt06,stage0000_task0011.h5,0,,174.60818481445312
0,1,1064.1356026785713,7.274364471435547,12,12,0.024391434,"[1, 2, 4]",2,6,298.2343912799693,5,7168,openmm,74814-dlt06,stage0000_task0011.h5,0,,87.30409240722656
0,1,1064.1356026785713,7.274364471435547,12,12,0.024391434,"[1, 2, 4]",4,3,298.2343912799693,5,7168,openmm,74814-dlt06,stage0000_task0011.h5,0,,43.65204620361328
0,1,1066.6951185495118,7.293895721435547,12,12,0.025835182,"[1, 2, 4]",1,12,282.324147026932,5,7170,openmm,170278-dlt04,stage0000_task0004.dcd,0,,174.60818481445312
0,1,1066.6951185495118,7.293895721435547,12,12,0.025835182,"[1, 2, 4]",2,6,282.324147026932,5,7170,openmm,170278-dlt04,stage0000_task0004.dcd,0,,87.30409240722656
0,1,1066.6951185495118,7.293895721435547,12,12,0.025835182,"[1, 2, 4]",4,3,282.324147026932,5,7170,openmm,170278-dlt04,stage0000_task0004.dcd,0,,43.65204620361328
0,1,1066.6951185495118,7.293895721435547,12,12,0.025835182,"[1, 2, 4]",1,12,282.324147026932,5,7170,openmm,170278-dlt04,stage0000_task0004.h5,0,,174.60818481445312
0,1,1066.6951185495118,7.293895721435547,12,12,0.025835182,"[1, 2, 4]",2,6,282.324147026932,5,7170,openmm,170278-dlt04,stage0000_task0004.h5,0,,87.30409240722656
0,1,1066.6951185495118,7.293895721435547,12,12,0.025835182,"[1, 2, 4]",4,3,282.324147026932,5,7170,openmm,170278-dlt04,stage0000_task0004.h5,0,,43.65204620361328
0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",1,12,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.dcd,0,,174.60818481445312
0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",2,6,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.dcd,0,,87.30409240722656
0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",4,3,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.dcd,0,,43.65204620361328
0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",1,12,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.h5,0,,174.60818481445312
0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",2,6,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.h5,0,,87.30409240722656
0,1,1061.1719033654517,7.247020721435547,12,12,0.025397755,"[1, 2, 4]",4,3,285.3409965343609,5,7161,openmm,143676-dlt05,stage0000_task0006.h5,0,,43.65204620361328
0,1,1063.2894222718392,7.266551971435547,12,12,0.024347477,"[1, 2, 4]",1,12,298.4519493102118,5,7166,openmm,143674-dlt05,stage0000_task0007.dcd,0,,174.60818481445312
0,1,1063.2894222718392,7.266551971435547,12,12,0.024347477,"[1, 2, 4]",2,6,298.4519493102118,5,7166,openmm,143674-dlt05,stage0000_task0007.dcd,0,,87.30409240722656
0,1,1063.2894222718392,7.266551971435547,12,12,0.024347477,"[1, 2, 4]",4,3,298.4519493102118,5,7166,openmm,143674-dlt05,stage0000_task0007.dcd,0,,43.65204620361328
0,1,1063.2894222718392,7.266551971435547,12,12,0.024347477,"[1, 2, 4]",1,12,298.4519493102118,5,7166,openmm,143674-dlt05,stage0000_task0007.h5,0,,174.60818481445312
0,1,1063.2894222718392,7.266551971435547,12,12,0.024347477,"[1, 2, 4]",2,6,298.4519493102118,5,7166,openmm,143674-dlt05,stage0000_task0007.h5,0,,87.30409240722656
0,1,1063.2894222718392,7.266551971435547,12,12,0.024347477,"[1, 2, 4]",4,3,298.4519493102118,5,7166,openmm,143674-dlt05,stage0000_task0007.h5,0,,43.65204620361328
0,1,1062.8661549197489,7.262645721435547,12,12,0.024145974,"[1, 2, 4]",1,12,300.78081428546005,5,7165,openmm,74812-dlt06,stage0000_task0010.dcd,0,,174.60818481445312
0,1,1062.8661549197489,7.262645721435547,12,12,0.024145974,"[1, 2, 4]",2,6,300.78081428546005,5,7165,openmm,74812-dlt06,stage0000_task0010.dcd,0,,87.30409240722656
0,1,1062.8661549197489,7.262645721435547,12,12,0.024145974,"[1, 2, 4]",4,3,300.78081428546005,5,7165,openmm,74812-dlt06,stage0000_task0010.dcd,0,,43.65204620361328
0,1,1062.8661549197489,7.262645721435547,12,12,0.024145974,"[1, 2, 4]",1,12,300.78081428546005,5,7165,openmm,74812-dlt06,stage0000_task0010.h5,0,,174.60818481445312
0,1,1062.8661549197489,7.262645721435547,12,12,0.024145974,"[1, 2, 4]",2,6,300.78081428546005,5,7165,openmm,74812-dlt06,stage0000_task0010.h5,0,,87.30409240722656
0,1,1062.8661549197489,7.262645721435547,12,12,0.024145974,"[1, 2, 4]",4,3,300.78081428546005,5,7165,openmm,74812-dlt06,stage0000_task0010.h5,0,,43.65204620361328
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0005.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0005.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0005.h5,1,openmm,15015.324073791504
0,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-2-20241202-192946.h5,1,openmm,15015.324073791504
0,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-2-20241202-192946.h5,1,openmm,15015.324073791504
0,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-2-20241202-192946.h5,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-9-20241202-193042.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-9-20241202-193042.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-9-20241202-193042.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-7-20241202-193029.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-7-20241202-193029.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-7-20241202-193029.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,encoder-weights.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,encoder-weights.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,encoder-weights.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,discriminator-weights.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,discriminator-weights.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,discriminator-weights.pt,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0004.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0004.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0004.h5,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-8-20241202-193035.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-8-20241202-193035.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-8-20241202-193035.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-2-20241202-192946.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-2-20241202-192946.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-2-20241202-192946.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,generator-weights.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,generator-weights.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,generator-weights.pt,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0003.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0003.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0003.h5,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-5-20241202-193005.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-5-20241202-193005.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-5-20241202-193005.pt,1,openmm,15015.324073791504
1,1,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,virtual_stage0000_task0000.h5,1,openmm,15015.324073791504
1,1,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,virtual_stage0000_task0000.h5,1,openmm,15015.324073791504
1,1,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,virtual_stage0000_task0000.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-10-20241202-193048.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-10-20241202-193048.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,embeddings-epoch-10-20241202-193048.h5,1,openmm,15015.324073791504
0,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-1-20241202-192940.h5,1,openmm,15015.324073791504
0,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-1-20241202-192940.h5,1,openmm,15015.324073791504
0,1,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,embeddings-epoch-1-20241202-192940.h5,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-4-20241202-192959.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-4-20241202-192959.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-4-20241202-192959.pt,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0006.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0006.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0006.h5,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-10-20241202-193048.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-10-20241202-193048.pt,1,openmm,15015.324073791504
0,0,641718.7590759076,185.4331817626953,1,1,0.08144716,"[1, 2, 4]",1,1,2276.7298671027365,5,303,training,190907-dlt02,epoch-10-20241202-193048.pt,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0008.h5,1,openmm,15015.324073791504
1,0,157.24965030541165,42.670127868652344,1,1,0.888576037,"[1, 2, 4]",1,1,48.02079517326928,5,284534,training,190907-dlt02,stage0000_task0008.h5,1,openmm,15015.324073791504
